New character;Link to
desperately;Filch;Professor;Hermione;Ron;Harry;
alone;Professor;
Seamus;Chamber;Professor;Hermione;
Patil;Professor;Magic;Hermione;
Salazar;Ron;
Hat;Ron;
Perry;hotly;Ron;Weasley;Percy;Finch-Fletchley;Colin;Hermione;Harry;suspiciously;Myrtle;automatically;
automatically;hotly;Perry;Ron;Weasley;Percy;suspiciously;Colin;Hermione;Harry;Finch-Fletchley;Myrtle;
hotly;Perry;Ron;Weasley;Percy;Finch-Fletchley;Colin;Hermione;Harry;suspiciously;Myrtle;automatically;
suspiciously;hotly;Perry;Ron;Weasley;Percy;Colin;Hermione;Harry;Finch-Fletchley;Myrtle;automatically;
Finch-Fletchley;hotly;Perry;Ron;Harry;Weasley;Percy;Colin;Hermione;Slytherin;suspiciously;Myrtle;automatically;
They'd;Ron;
slowly;Hermione;We'd;Ron;Harry;
shrilly;nervously;Ron;Lockhart;Hermione;
Charm;Lockhart;
Lacewing;Hermione;
Hooch;George;Fred;
Angelina;Wood;
Great;Wood;
Pomfrey;Lockhart;
really;fiercely;
never;Harry;
He-Who-Must-Not-Be-Named;Dobby;
Minerva;Dumbledore;
fiercely;Pomfrey;Ron;Hermione;Dumbledore;Dobby;Harry;really;
Albus;Professor;
Club;Snape;
Brazil;Lockhart;
Parseltongue;Ron;
wonderingly;Ron;
Parselmouth;Neville;Ron;Malfoy;Snape;Hermione;Harry;Lockhart;
Millicent;Snape;
other;Harry;
Flitwick;Hermione;
Know-Who;Ernie;
Ernie;Justin;Hannah;Know-Who;Transfiguration;Potter;Voldemort;fiercely;stubbornly;Harry;
stubbornly;Hannah;Parseltongue;Ernie;Harry;
Transfiguration;Ernie;
Hannah;Justin;Ernie;You-Know-Who;Slytherin;fiercely;Parselmouth;stubbornly;Harry;
McGonagall;Harry;
Day;Dumbledore;
Fawkes;Harry;
urgently;Harry;Dumbledore;Ron;Malfoy;Hagrid;
Goyle;matter-of-factly;
matter-of-factly;Fred;Goyle;Crabbe;Hermione;Harry;
Crabbe;matter-of-factly;
Ravenclaw;Harry;
Protection;Malfoy;
uncertainly;Ron;Malfoy;Millicent;Hermione;Harry;Myrtle;
Father;Ron;Malfoy;
scornfully;Ron;never;Weasley;Malfoy;Hermione;Harry;Myrtle;
Alley;Harry;
O.W.L.s;Ron;
Revealer;Harry;
Flich;enthusiastically;Myrtle;Hermione;Ron;Harry;
Bath;Ron;
nearly;Harry;Wizardry;Fred;
Wizardry;Chamber;Harry;nearly;Fred;
Dippet;Harry;
That'd;Ron;
Defense;gloomily;
gloomily;I'd;Defense;Harry;
fearfully;Ron;Harry;
heavily;Professor;Wood;Ron;Harry;
quietly;Gryffindor;Hagrid;George;Harry;
Fang;Hagrid;Ron;smoothly;Dumbledore;Malfoy;sharply;Harry;
smoothly;Hagrid;Ron;Fang;Dumbledore;Malfoy;sharply;Harry;
away;Dumbledore;
Cornelius;Ron;
Order;Malfoy;
constantly;Pomfrey;
delightedly;Ron;Harry;
Aragog;Hagrid;Fang;Ron;Chamber;Harry;still;
fervently;Ron;Hermione;Lockhart;Harry;
just;Professor;
only;Harry;
Express;Professor;
Tonight;Professor;
Hornby;Harry;
delicately;furiously;Ron;disbelievingly;Harry;Myrtle;Lockhart;
furiously;delicately;Ron;Professor;Harry;Myrtle;disbelievingly;Lockhart;
She'd;Ron;
He'd;Lockhart;
disbelievingly;delicately;furiously;Ron;Harry;Myrtle;Lockhart;
ever;Harry;
Tom;Potter;urgently;slowly;triumphantly;Harry;
bet;Harry;
triumphantly;Potter;urgently;Harry;slowly;Tom;
weapons;Fawkes;
R-Riddle;Ron;
Award;Dumbledore;
Master;Dumbledore;Harry;
thoughtfully;dimly;Ron;Professor;Dumbledore;Weasley;Malfoy;gently;Dobby;Harry;pleasantly;Ginny;Lockhart;Relief;
friend;Dumbledore;Harry;
Relief;dimly;Ron;Professor;Dumbledore;Weasley;Malfoy;gently;Dobby;Harry;thoughtfully;Ginny;Lockhart;pleasantly;
gently;dimly;Ron;Professor;Dumbledore;Weasley;Malfoy;Voldemort;Dobby;Harry;thoughtfully;pleasantly;Ginny;Lockhart;Relief;
dimly;Ron;Professor;Dumbledore;Weasley;Malfoy;gently;Dobby;Harry;thoughtfully;pleasantly;Ginny;Lockhart;Relief;
student;Dumbledore;
pleasantly;dimly;Ron;Professor;Dumbledore;Weasley;Malfoy;gently;Relief;Harry;thoughtfully;Ginny;Lockhart;Dobby;
