New character;Link to
spiritedly;word;Ron;keenly;uncomfortably;Crookshanks;Black;Hermione;Harry;doubtfully;
Dursleys;Ron;
cake;Ron;
Crabbe;Hermione;Ron;Malfoy;Harry;
Lupin;Ron;
Malfoy;Crabbe;Hermione;Ron;Harry;
Dementors;Ron;
Longbottom;Harry;
Hall;Madam;Ron;Pomfrey;Professor;Malfoy;Hermione;Harry;Crabbe;
Madam;Pomfrey;Ron;Professor;Malfoy;Hermione;Harry;Hall;Crabbe;
Pomfrey;Madam;Ron;Professor;Malfoy;Hermione;Harry;Hall;Crabbe;
Hagrid;Percy;Neville;Hermione;Harry;
happily;Fred;
Parkinson;Ron;Dementors;Fred;Hermione;Harry;George;
Brown;Neville;Ron;Trelawney;Professor;Future;Hermione;Harry;tremulously;Seamus;airily;
tremulously;Brown;Neville;Ron;Trelawney;Professor;Future;Hermione;Harry;Seamus;airily;
Bilius;Professor;
Grim;Hermione;Ron;
airily;Brown;Neville;Ron;Trelawney;Professor;Future;Hermione;Harry;tremulously;Seamus;
Gift;Professor;
Seamus;Brown;Neville;Ron;Trelawney;Professor;Future;Hermione;Harry;tremulously;airily;
Trelawney;Brown;Neville;Ron;Professor;Future;Hermione;Harry;tremulously;Seamus;airily;
Future;Brown;Neville;Ron;Trelawney;Professor;Hermione;Harry;tremulously;Seamus;airily;
Yeh;quietly;Hagrid;Parvati;Lavender;Hippogriff;Malfoy;Harry;Crabbe;
Lavender;Yeh;quietly;Hagrid;Parvati;Hippogriff;Malfoy;Harry;Crabbe;
quietly;Yeh;Hagrid;Parvati;Lavender;Hippogriff;Malfoy;Harry;Crabbe;
Parvati;Yeh;quietly;Hagrid;Lavender;Hippogriff;Malfoy;Harry;Crabbe;
Hippogriff;Yeh;quietly;Hagrid;Parvati;Lavender;Malfoy;Harry;Crabbe;
dully;Madam;Hagrid;Ron;Hippogriff;Malfoy;Harry;Shoulda;Hermione;
not;Ron;
Dean;Hagrid;Ron;Hippogriff;Malfoy;Harry;Shoulda;Hermione;
Shoulda;Hagrid;Dean;Ron;dully;Hippogriff;Malfoy;Harry;Hermione;
Shrivelfig;Malfoy;
idly;Ron;roughly;Malfoy;moment;Snape;Parkinson;Harry;Black;Seamus;jerkily;Hermione;
Father;Malfoy;
Snape;Ron;Professor;Solution;Malfoy;roughly;Parkinson;moment;I'd;Black;idly;Harry;Seamus;jerkily;Hermione;
pal;Malfoy;
moment;Ron;roughly;Malfoy;Longbottom;Parkinson;Snape;idly;Harry;Black;Seamus;jerkily;Hermione;
jerkily;Ron;roughly;Malfoy;Parkinson;moment;Snape;idly;Harry;Black;Seamus;Hermione;
Solution;Snape;
roughly;idly;Ron;Malfoy;moment;Snape;Parkinson;Harry;Black;Seamus;jerkily;Hermione;
Class;Snape;
vaguely;Snape;Hermione;Ron;Harry;
feeling;Hermione;
calmly;Neville;Lupin;uncertainly;Hermione;Harry;Boggart;
Filch;Lupin;
uncertainly;Neville;Lupin;calmly;Hermione;Harry;Boggart;
Boggart;Neville;Lupin;calmly;uncertainly;Hermione;Harry;
Miss;Neville;
time;Lupin;Lavender;Ron;Harry;
approvingly;Dean;Seamus;Ron;
irritably;Scabbers;Ron;Weasley;Fred;Wood;Hermione;Harry;George;
Beater;Hermione;
Wood;Ron;irritably;Weasley;Fred;Hermione;Harry;George;
Gryffindor;Ron;
Zonko;Fred;
Binky;Lavender;Hermione;
October;Neville;Parvati;Ron;Professor;Lavender;Hermione;stubbornly;Harry;
H-he;Parvati;
stubbornly;Neville;October;Parvati;Ron;Professor;Lavender;Hermione;Harry;
Powder;Filch;
truthfully;Ron;Lupin;Grindylow;Malfoy;Filch;Colin;slowly;Hermione;Harry;Snape;Lady;Boggart;
slowly;truthfully;Ron;Lupin;Grindylow;Malfoy;Filch;Colin;Snape;Hermione;Harry;Lady;Boggart;
Colin;truthfully;Ron;Lupin;Malfoy;Filch;Grindylow;slowly;Hermione;Harry;Snape;Lady;Boggart;
Grindylow;truthfully;Ron;Lupin;Malfoy;Filch;Colin;slowly;Hermione;Harry;Snape;Lady;Boggart;
Lady;truthfully;Ron;Lupin;Grindylow;Malfoy;Filch;Colin;slowly;Hermione;Harry;Snape;Boggart;
Honeydukes;Harry;
Butterbeer;Harry;
Ravenclaw;Dean;Ron;Professor;Percy;Hermione;Hufflepuff;
Prefects;Professor;
never;Hermione;
Hufflepuff;Dean;Ron;Professor;Percy;Hermione;Ravenclaw;
coldly;Dementors;Dumbledore;Snape;Harry;
wearily;Percy;Seamus;Ron;Harry;
Sir;Percy;
Quidditch;Harry;
Hooch;Professor;
Diggory;Wood;
Slytherin;Wood;bitterly;
Katie;suddenly;Harry;Fred;Wood;bitterly;
suddenly;Katie;bitterly;Harry;Wood;Fred;
bitterly;suddenly;Slytherin;Fred;Wood;Harry;Katie;
Snitch;Fred;
Thomas;suddenly;Penny;Wood;Snape;Hermione;Harry;
Penny;suddenly;Thomas;Lupin;Snape;Hermione;
Hinkypunk;Hermione;
Kappas;Snape;
long;Harry;
Nimbus;Wood;Harry;
Willow;Ron;Harry;
Alicia;Hermione;Harry;George;Ron;Fred;
nearly;Lupin;
coolly;Dumbledore;Lupin;Hermione;Ron;Harry;
Dungbomb;Fred;
solemnly;briskly;George;Fred;
briskly;solemnly;George;Fred;
real;
earth;
Marauder;Hermione;Ron;Harry;
Whizzbees;Hermione;
Office;Hermione;
He'd;Ron;
Rosmerta;Ron;
Lovely;Professor;Hagrid;Hermione;Harry;
White;Hagrid;Pettigrew;James;Professor;Dumbledore;Black;Harry;Rosmerta;Secret-Keeper;
James;Hagrid;Pettigrew;James;Professor;Dumbledore;Black;Harry;Rosmerta;White;Secret-Keeper;
Pettigrew;Hagrid;James;Professor;Dumbledore;Black;Harry;Rosmerta;White;Secret-Keeper;
You-Know-Who;Rosmerta;Professor;Black;
Wizards;Professor;
Charm;Professor;Black;
normal;Rosmerta;
tersely;Hagrid;
Order;Rosmerta;
Secret-Keeper;Pettigrew;James;Professor;Dumbledore;Black;Harry;Rosmerta;White;
hair;Black;
Voldemort;Ron;
shortly;I'd;Hermione;Ron;Harry;
Kep;quietly;Hagrid;Committee;Ron;Norbert;Dementors;Hermione;Buckbeak;thoughtfully;Christmas;
Norbert;quietly;Hagrid;Committee;Ron;Dementors;Hermione;Buckbeak;thoughtfully;Christmas;Kep;
Committee;Yeh;Hagrid;Ron;Norbert;Dementors;Hermione;Buckbeak;Christmas;Kep;
thoughtfully;Hagrid;Ron;Norbert;Dementors;Hippogriff;Hermione;Buckbeak;Christmas;Kep;
past;Dementors;
Flobberworms;Ron;
Christmas;quietly;Hagrid;Committee;Ron;Norbert;Dementors;Hermione;Buckbeak;thoughtfully;Kep;
Buckbeak;quietly;Hagrid;Ron;Norbert;Dementors;Hermione;Committee;thoughtfully;Christmas;Kep;
Manticore;Harry;
Alley;Ron;
Eye;Lupin;Ron;tartly;Professor;Dumbledore;Snape;Hermione;Severus;coldly;
tartly;Dumbledore;Eye;Ron;Professor;Lupin;Snape;Hermione;Severus;coldly;
Severus;Lupin;Eye;Ron;tartly;Professor;Dumbledore;Snape;Hermione;coldly;
Firebolt;Professor;
still;Harry;
good;Harry;
Star;Wood;
Patronus;Lupin;
fiercely;Gryffindor;Quidditch;Lupin;Voldemort;Harry;Dursleys;
Care;Ron;
anything;Harry;
dispiritedly;Neville;Patronus;Ron;Professor;Lupin;Dementors;Firebolt;eagerly;Hermione;Harry;defiantly;
Sevens;Harry;
eagerly;Neville;Ron;Professor;Lupin;Dementors;Firebolt;dispiritedly;defiantly;Harry;Hermione;
defiantly;Neville;Ron;Professor;Lupin;Dementors;Firebolt;eagerly;dispiritedly;Hermione;Harry;
Arithmancy;Harry;
Saturday;Professor;
Cho;Harry;
confidently;Ron;Dementors;Fred;Wood;Harry;Hooch;George;
boring;Fred;
Comet;Wood;
heartily;Percy;Diggory;Ron;Malfoy;Harry;
Monday;Hermione;
faintly;Sir;Dean;Ron;Professor;Fred;Percy;Harry;
We'd;Ron;
London;Firstly;Hagrid;Hermione;Ron;Harry;
Invisibility;Hagrid;
Firstly;Hagrid;London;Hermione;Ron;Harry;
Gawd;Ron;
Tha;Ron;
brightly;Neville;Snape;Harry;
friend;Malfoy;
Rules;Snape;
seriously;Snape;
abruptly;Ron;Hogsmeade;Lupin;Snape;Hermione;Harry;
Padfoot;Harry;
Moony;Snape;
Lucius;Ron;
sadly;Ron;Professor;Malfoy;fiercely;Arithmancy;Hermione;Harry;Lady;
June;Professor;
Crystal-gazing;Ron;
instead;Wood;
Angelina;Lee;Harry;Cho;Wood;Flint;Slytherin;Hooch;tersely;
Bludger;Lee;
Flint;Angelina;Lee;Harry;Cho;Wood;Slytherin;Hooch;tersely;
Warrington;Lee;
Lee;Hogwarts;Bludger;Angelina;Harry;Warrington;Cho;Wood;Flint;Quaffle;Slytherin;Hooch;tersely;
Quaffle;Lee;
Johnson;Slytherin;
stoutly;again;Neville;Ron;Professor;Lupin;Hippogriff;Future;Harry;
Sh-she;Hermione;
again;stoutly;Neville;Ron;Professor;Lupin;Future;Hermione;Harry;
Lord;Professor;
Dissendium;Hermione;Ron;Harry;
blankly;Hagrid;Ron;Dumbledore;fiercely;Hermione;Harry;
grimly;Hermione;Harry;
Animagus;Ron;
Sirius;Lupin;
Shack;Lupin;
Animagi;Lupin;Ron;
here;Lupin;Black;
Wormtail;Lupin;
Peter;Lupin;
silkily;hoarsely;Lupin;Potter;Crookshanks;I'd;Black;hurriedly;Harry;Snape;voice;Hermione;
hoarsely;Lupin;Potter;Crookshanks;silkily;I'd;Snape;Hermione;Harry;Black;voice;hurriedly;
hurriedly;I'd;voice;Lupin;Potter;Crookshanks;silkily;hoarsely;Black;Hermione;Harry;Snape;Peter;Sirius;
voice;I'd;Lupin;Potter;Crookshanks;silkily;hoarsely;Black;hurriedly;Harry;Snape;Hermione;
Wh-what;Pettigrew;
Side;Pettigrew;
courteously;Ron;Pettigrew;grimly;Lupin;Snape;Hermione;Harry;Black;Peter;
stiffly;Sirius;Dursleys;Harry;
smile;Sirius;
only;Hermione;
Time-Turner;Hermione;
Macnair;Harry;
Flitwick;Harry;
breathlessly;Madam;Dumbledore;Snape;Hermione;Harry;Sirius;
Disapparated;Harry;
very;Hagrid;Snape;Ron;Harry;
softly;Dumbledore;Lupin;Harry;Ron;Marauder;
Merlin;Lupin;
back;Harry;
hopefully;Penelope;
grumpily;Dad;Hermione;Ron;Harry;
excitedly;Harry;
cheerfully;envelope;Uncle;Ron;Harry;
envelope;cheerfully;Uncle;Ron;Harry;
