Dialog #;Spacing (#Lines between two lines)
6444;1
6448;4
6466;18
6467;1
6468;1
6473;5
6477;4
6480;3
6481;1
6485;4
6487;2
6495;8
6499;4
6503;4
6507;4
6508;1
6512;4
6513;1
6518;5
6522;4
6528;6
6578;0
6579;1
6580;1
6581;1
6582;1
6583;1
6584;1
6585;1
6586;1
6587;1
6588;1
6594;6
6595;1
6596;1
6597;1
6617;20
6619;2
6620;1
6622;2
6624;2
6625;1
6626;1
6629;3
6630;1
6632;2
6633;1
6635;2
6636;1
6637;1
6638;1
6640;2
6641;1
6642;1
6643;1
6645;2
6646;1
6647;1
6648;1
6651;3
6655;4
6656;1
6657;1
6658;1
6659;1
6660;1
6661;1
6662;1
6663;1
6664;1
6665;1
6666;1
6667;1
6668;1
6669;1
6670;1
6671;1
6674;3
6676;2
6677;1
6678;1
6680;2
6681;1
6685;4
6686;1
6687;1
6688;1
6689;1
6691;2
6692;1
6693;1
6694;1
6695;1
6696;1
6697;1
6698;1
6699;1
6705;6
6706;1
6707;1
6708;1
6711;3
6712;1
6713;1
6715;2
6719;4
6721;2
6723;2
6733;10
6734;1
6735;1
6736;1
6737;1
6738;1
6741;3
6742;1
6744;2
6745;1
6746;1
6748;2
6750;2
6751;1
6753;2
6755;2
6756;1
6758;2
6759;1
6760;1
6761;1
6763;2
6764;1
6767;3
6772;5
6773;1
6774;1
6775;1
6779;4
6785;6
6786;1
6789;3
6790;1
6792;2
6794;2
6795;1
6796;1
6799;3
6801;2
6802;1
6803;1
6804;1
6805;1
6806;1
6808;2
6809;1
6810;1
6811;1
6815;4
6819;4
6821;2
6822;1
6823;1
6824;1
6825;1
6827;2
6834;7
6836;2
6839;3
6842;3
6844;2
6848;4
6849;1
6850;1
6852;2
6853;1
6854;1
6855;1
6857;2
6862;5
6863;1
6865;2
6871;6
6873;2
6874;1
6875;1
6880;5
6881;1
6882;1
6883;1
6884;1
6886;2
6891;5
6894;3
6895;1
6896;1
6897;1
6898;1
6901;3
6903;2
6904;1
6907;3
6908;1
6909;1
6911;2
6914;3
6918;4
6919;1
6923;4
6924;1
6927;3
6928;1
6929;1
6933;4
6934;1
6935;1
6939;4
6945;6
6947;2
6948;1
6949;1
6950;1
6951;1
6952;1
6957;5
6958;1
6967;9
6968;1
6970;2
6972;2
6976;4
6977;1
6978;1
6983;5
6984;1
6985;1
6986;1
6987;1
6988;1
6989;1
6992;3
6993;1
6994;1
6995;1
6996;1
6997;1
6999;2
7001;2
7013;12
7025;12
7026;1
7028;2
7029;1
7030;1
7034;4
7035;1
7036;1
7037;1
7038;1
7040;2
7041;1
7042;1
7043;1
7049;6
7050;1
7052;2
7057;5
7060;3
7061;1
7088;27
7089;1
7097;8
7117;20
7121;4
7122;1
7123;1
7124;1
7126;2
7127;1
7128;1
7129;1
7130;1
7136;6
7139;3
7142;3
7143;1
7147;4
7148;1
7152;4
7153;1
7157;4
7162;5
7165;3
7167;2
7171;4
7172;1
7173;1
7175;2
7177;2
7181;4
7182;1
7185;3
7187;2
7189;2
7191;2
7192;1
7195;3
7207;0
7208;1
7209;1
7215;6
7216;1
7222;6
7223;1
7224;1
7227;3
7228;1
7230;2
7232;2
7233;1
7234;1
7238;4
7241;3
7243;2
7244;1
7246;2
7251;5
7258;7
7262;4
7265;3
7266;1
7267;1
7268;1
7276;8
7277;1
7278;1
7279;1
7280;1
7281;1
7284;3
7285;1
7286;1
7287;1
7288;1
7289;1
7290;1
7291;1
7294;3
7295;1
7296;1
7297;1
7298;1
7299;1
7300;1
7301;1
7307;6
7308;1
7310;2
7318;0
7319;1
7320;1
7322;2
7323;1
7325;2
7326;1
7328;2
7329;1
7330;1
7331;1
7332;1
7333;1
7335;2
7336;1
7337;1
7338;1
7344;0
7346;2
7347;1
7348;1
7350;2
7351;1
7353;2
7354;1
7355;1
7358;3
7359;1
7360;1
7363;3
7364;1
7366;2
7369;3
7371;2
7372;1
7374;2
7376;2
7377;1
7382;5
7383;1
7385;2
7387;2
7393;6
7394;1
7395;1
7396;1
7397;1
7402;5
7403;1
7404;1
7405;1
7406;1
7408;2
7409;1
7411;2
7412;1
7413;1
7414;1
7415;1
7416;1
7417;1
7420;3
7423;3
7424;1
7426;2
7427;1
7429;2
7437;0
7442;5
7444;2
7450;6
7464;0
7465;1
7467;2
7468;1
7469;1
7471;2
7472;1
7474;2
7475;1
7476;1
7478;2
7480;2
7483;3
7497;14
7498;1
7499;1
7512;0
7513;1
7514;1
7515;1
7520;0
7535;0
7537;2
7538;1
7544;0
7546;2
7547;1
7548;1
7550;2
7555;5
7556;1
7557;1
7558;1
7559;1
7560;1
7561;1
7562;1
